gene,counts
AC005840.4,4.0
AL731559.1,4.0
CACNA2D4,4.0
C12orf40,4.0
C15orf48,4.0
AL590652.1,4.0
AL136295.17,4.0
AL591242.1,4.0
AMN,4.0
ST7-OT4,4.0
ACTA2-AS1,4.0
AC060814.3,4.0
LACTB2-AS1,4.0
SH3PXD2A-AS1,4.0
MUSK,4.0
E2F7,4.0
PCDHGA4,4.0
AC004839.2,4.0
AC100861.2,4.0
AC134312.3,4.0
CST6,4.0
AC004012.1,4.0
IFT74-AS1,4.0
AC103874.1,4.0
FOXP4-AS1,4.0
AC063962.1,4.0
VNN2,4.0
AC009093.5,4.0
AC105339.6,4.0
MIR2052HG,4.0
AC114296.1,4.0
AC012564.1,4.0
CYP3A43,4.0
LINC02340,4.0
AP001107.2,4.0
LINC00421,4.0
C15orf56,4.0
AP001783.1,4.0
AC027702.1,4.0
DNMBP-AS1,4.0
C9orf139,4.0
ROS1,4.0
AC092757.3,4.0
AC005740.4,4.0
BMF,4.0
AC084855.1,4.0
AC051619.7,4.0
AC005609.4,4.0
AP001999.2,4.0
AC087672.2,4.0
AP002748.2,4.0
AC090994.1,4.0
LINGO1-AS2,4.0
ANKRD20A2,4.0
MPIG6B,4.0
AL078600.1,4.0
LINC01446,4.0
TBC1D10C,4.0
CLDN23,4.0
AC010997.5,4.0
AC010999.1,4.0
AL590999.1,4.0
AC107032.2,4.0
AC025263.1,4.0
AC073591.1,4.0
CCDC196,4.0
AL158163.1,4.0
AC004817.5,4.0
AL445207.1,4.0
ACOT6,4.0
FAM180A,4.0
AL390838.1,4.0
PIWIL1,4.0
AC112481.1,4.0
ASPG,4.0
AC021739.3,4.0
AP006216.1,4.0
AC006033.2,4.0
HIST1H2BK,4.0
COL2A1,4.0
AC108863.2,4.0
AC092681.3,4.0
AC009108.3,4.0
GSX1,4.0
AC073389.1,4.0
AL162311.3,4.0
AL356419.1,4.0
STMND1,4.0
AC012409.3,4.0
GATA6,4.0
BX927359.1,4.0
AC074050.4,4.0
AL137847.1,4.0
AL133485.3,4.0
HMGA2,4.0
AL731769.1,4.0
AL137779.2,4.0
LINC00349,4.0
PDF,4.0
AC093512.2,4.0
LINC00239,4.0
AC099518.1,4.0
AC011196.1,4.0
LINC00242,4.0
GZMH,4.0
GPR21,4.0
AC005487.1,4.0
AL645933.2,4.0
AL139405.1,4.0
AP004147.1,4.0
UPK3BL2,4.0
AL592546.2,4.0
AP003071.4,4.0
AC090517.2,4.0
RPGRIP1,4.0
LINC02701,4.0
AC083841.1,4.0
LINC00609,4.0
CHTF8,4.0
AC025283.2,4.0
CD27,4.0
OR8D4,4.0
LINC00640,4.0
AL445223.1,4.0
AC105137.2,4.0
LINC02151,4.0
MMP19,4.0
AC009812.3,4.0
AF186192.1,4.0
AC011365.1,4.0
AC073314.1,4.0
AC025259.3,4.0
LINC01010,4.0
AC090578.2,4.0
CASC19,4.0
AP002336.1,4.0
NAT2,4.0
AC006960.3,4.0
ARHGEF35,4.0
AL133523.1,4.0
MYCBP2-AS1,4.0
KERA,4.0
AC090518.1,4.0
AC022535.3,4.0
AC087533.1,4.0
AC136944.1,4.0
C9orf43,4.0
BLID,4.0
AL356740.3,4.0
CA9,4.0
AC024651.3,4.0
AC125603.4,4.0
AC022973.3,4.0
AC003991.2,4.0
AL161630.1,4.0
AC127070.1,4.0
SCIMP,4.0
MAT1A,4.0
CYP2C19,4.0
SERPINE1,4.0
AC004771.5,4.0
LINC02244,4.0
SLC26A7,4.0
AC243965.2,4.0
AL133445.2,4.0
TUSC8,4.0
DDIT4-AS1,4.0
SLC39A2,4.0
NFE2,4.0
AL133445.3,4.0
AL157373.2,4.0
CCDC33,4.0
CPA2,4.0
AC022167.3,4.0
NOXRED1,4.0
AL356020.1,4.0
TREML1,4.0
AC009041.1,4.0
AL122014.1,4.0
AC102941.1,4.0
LINC00514,4.0
KCTD19,4.0
AL731533.3,4.0
AC108448.3,4.0
AL023806.2,4.0
AC008915.1,4.0
AC069549.2,4.0
AC087354.1,4.0
OIP5,4.0
AC010476.2,4.0
AC136475.9,4.0
AL109615.2,4.0
HK3,4.0
AC083864.5,4.0
PSD2-AS1,4.0
AL590226.1,4.0
AL713851.1,4.0
AL442125.2,4.0
AL096709.1,4.0
AC138904.1,4.0
AGBL2,4.0
MAFA,4.0
AC005632.5,4.0
CYP17A1,4.0
AL158136.1,4.0
ADAMTS15,4.0
KIF18A,4.0
AL355312.3,4.0
AC123768.2,4.0
AC027288.3,4.0
AC087071.1,4.0
PKD1L1,4.0
PLA2G1B,4.0
AC087392.3,4.0
NALT1,4.0
AP003717.4,4.0
AL162713.2,4.0
AL034374.1,4.0
TTLL11-IT1,4.0
AC136431.1,4.0
AC020659.1,4.0
PCDHA3,4.0
AL139339.2,4.0
AL078604.2,4.0
AC113348.1,4.0
FNDC1,4.0
LVRN,4.0
PIMREG,4.0
TSLP,4.0
AC021086.1,4.0
AC135178.5,4.0
AC026780.2,4.0
AC099554.1,4.0
AC113167.1,4.0
AC005224.2,4.0
AC005358.2,4.0
SMCR2,4.0
AC007952.6,4.0
AC010280.1,4.0
AC010280.2,4.0
MAST4-AS1,4.0
LINC02057,4.0
AC008937.3,4.0
AC005726.5,4.0
AC008875.1,4.0
AC034231.1,4.0
CCL8,4.0
AC113347.4,4.0
AC114930.1,4.0
AC026785.2,4.0
LINC02150,4.0
AC006441.3,4.0
AC016549.1,4.0
TOP2A,4.0
AC091965.4,4.0
WNK4,4.0
AC122719.3,4.0
PYY,4.0
AC021087.1,4.0
SOST,4.0
ITGB3,4.0
AC005670.1,4.0
AC093849.2,4.0
EME1,4.0
WFIKKN2,4.0
AC097467.3,4.0
AC007114.2,4.0
AC011921.1,4.0
LINC00500,4.0
AC110609.1,4.0
AC093591.2,4.0
AC096711.2,4.0
AC093765.3,4.0
CXCL10,4.0
EPGN,4.0
PVALEF,4.0
AC092596.1,4.0
LINC01970,4.0
AP000915.2,4.0
LINC01618,4.0
CORIN,4.0
SHISA3,4.0
AP005671.1,4.0
AC108471.3,4.0
GACAT2,4.0
DTHD1,4.0
AC097480.1,4.0
AC105290.1,4.0
MC5R,4.0
AC121320.1,4.0
AC012417.1,4.0
AC009831.3,4.0
S100P,4.0
LINC02036,4.0
AC105094.2,4.0
FGF12-AS3,4.0
TP63,4.0
AC090337.1,4.0
AC112907.3,4.0
AC116003.3,4.0
C18orf65,4.0
AC068473.3,4.0
SHOX2,4.0
STRIT1,4.0
AC012615.2,4.0
AC006130.3,4.0
AC005786.3,4.0
GRK7,4.0
AC005339.1,4.0
AC016931.1,4.0
NRTN,4.0
SH2D3A,4.0
AC010503.2,4.0
CRB3,4.0
CD209,4.0
AC011451.3,4.0
OR7D2,4.0
AC092896.2,4.0
AC128687.3,4.0
AC011451.4,4.0
TBILA,4.0
PDZRN3-AS1,4.0
AC097369.2,4.0
AC104167.1,4.0
ASF1B,4.0
DENND6A-DT,4.0
FAM3D,4.0
AC116036.2,4.0
AC098479.1,4.0
HSH2D,4.0
OR10H1,4.0
AC115282.2,4.0
TLR9,4.0
AC008764.7,4.0
U73169.1,4.0
FBXW12,4.0
AC092053.4,4.0
AC123023.1,4.0
AC073539.1,4.0
AC123912.4,4.0
EAF1-AS1,4.0
AC093495.1,4.0
AC018809.2,4.0
AC008798.3,4.0
LINC01834,4.0
AC034187.1,4.0
GRM7-AS3,4.0
AC087430.1,4.0
AC008738.3,4.0
AC010504.1,4.0
AC133528.1,4.0
BOK-AS1,4.0
ESPNL,4.0
AC013726.1,4.0
SAG,4.0
AC073254.1,4.0
AC010632.1,4.0
UGT1A1,4.0
AC073052.2,4.0
LGALS7B,4.0
TUBA4B,4.0
AC053503.5,4.0
LINC00607,4.0
ABCA12,4.0
AC006994.2,4.0
ERFL,4.0
AC020719.1,4.0
AC019080.5,4.0
AC073548.2,4.0
AC026803.1,4.0
AC019186.1,4.0
AC026803.3,4.0
AC022154.1,4.0
AC097448.1,4.0
AC079163.2,4.0
MAP3K19,4.0
SIGLEC7,4.0
KLK11,4.0
AC079776.5,4.0
AC018755.4,4.0
TMEM37,4.0
AC009312.1,4.0
LINC01191,4.0
IL1A,4.0
AC104653.2,4.0
AC245052.4,4.0
AC011476.3,4.0
FCAR,4.0
AC010327.8,4.0
RGPD4-AS1,4.0
LINC01886,4.0
AC005040.2,4.0
ADRA2B,4.0
AC013270.1,4.0
AC009237.15,4.0
AC020915.1,4.0
SIRPG,4.0
GNRH2,4.0
GFRA4,4.0
FABP1,4.0
AL050403.2,4.0
DQX1,4.0
TLX2,4.0
AL121782.1,4.0
AC007881.3,4.0
AL121761.1,4.0
AL136090.2,4.0
LINC01829,4.0
LINC01873,4.0
AL121894.1,4.0
LGALSL-DT,4.0
AC016747.3,4.0
LINC01793,4.0
AC007250.1,4.0
HM13-AS1,4.0
AC010883.1,4.0
SLA2,4.0
CAPN14,4.0
AL133244.2,4.0
AL391095.1,4.0
AC093690.1,4.0
AL023803.2,4.0
AL031667.3,4.0
AC010745.2,4.0
LINC01871,4.0
LINC00487,4.0
SALL4,4.0
AC138089.1,4.0
AL390860.1,4.0
BIRC7,4.0
GCSAML,4.0
C1orf229,4.0
AL627095.2,4.0
AL645465.1,4.0
CHRM3-AS2,4.0
LINC01139,4.0
AP000459.2,4.0
AL355472.2,4.0
AP000238.1,4.0
AL117350.1,4.0
AP000302.1,4.0
KCNE1,4.0
MIXL1,4.0
LINC02765,4.0
AP001626.1,4.0
SIK1,4.0
AP001053.1,4.0
AP001056.2,4.0
LINC01424,4.0
AP001468.1,4.0
AL592146.2,4.0
AC096675.1,4.0
MYOG,4.0
ELF3-AS1,4.0
LINC00862,4.0
AC000068.3,4.0
TBX1,4.0
GGT2,4.0
ERVMER61-1,4.0
RIMBP3C,4.0
SMG7-AS1,4.0
AL161734.2,4.0
Z99916.1,4.0
CRYBA4,4.0
C1orf105,4.0
FMO1,4.0
ZNRF3-IT1,4.0
TMCO1-AS1,4.0
RFPL3,4.0
CD48,4.0
SH2D2A,4.0
CD1D,4.0
IL6R-AS1,4.0
AL451085.1,4.0
NPR1,4.0
AC254562.3,4.0
FLG2,4.0
AL391069.3,4.0
HIST2H4B,4.0
LINC00207,4.0
PRR34,4.0
FP325330.2,4.0
FP325330.3,4.0
C22orf34,4.0
LINC01310,4.0
AL157904.1,4.0
AL022328.1,4.0
PTPN22,4.0
AL390195.1,4.0
DHRSX-IT1,4.0
ASB9,4.0
AC104453.1,4.0
AC095033.1,4.0
MAGEB10,4.0
AL121578.2,4.0
INE1,4.0
AC232271.1,4.0
AC093425.1,4.0
MAGED4,4.0
LINC01771,4.0
MTMR8,4.0
AL109659.2,4.0
CYP4B1,4.0
ITGB1BP2,4.0
AC098484.4,4.0
AL445213.2,4.0
AC114488.2,4.0
AL136115.2,4.0
MORF4L2-AS1,4.0
COL4A6,4.0
PIH1D3,4.0
NUP62CL,4.0
RTL9,4.0
AL035425.1,4.0
AL109936.6,4.0
AL031005.2,4.0
LDLRAD2,4.0
ACTL8,4.0
SPATA21,4.0
LINC00629,4.0
CTRC,4.0
AL354712.1,4.0
FMR1-IT1,4.0
AL031731.1,4.0
ANGPTL7,4.0
MASP2,4.0
AL034417.3,4.0
CAMTA1-IT1,4.0
TKTL1,4.0
Z98886.1,4.0
LINC01134,4.0
AC008453.2,3.0
AC006517.2,3.0
SLC2A14,3.0
GOLGA8H,3.0
AC130404.1,3.0
AC108704.1,3.0
NAV2-AS2,3.0
AC009248.3,3.0
AL355338.1,3.0
LINC01030,3.0
AL954642.1,3.0
MRLN,3.0
AC127521.1,3.0
AL137246.1,3.0
AC004492.1,3.0
AC007938.2,3.0
PDCD4-AS1,3.0
AL078605.1,3.0
LINC00407,3.0
TRARG1,3.0
OC90,3.0
PGR-AS1,3.0
CLEC19A,3.0
MEIOB,3.0
AC137932.3,3.0
SPATA19,3.0
MTRNR2L5,3.0
SAMD12-AS1,3.0
AL049779.4,3.0
AC090907.1,3.0
LINC02533,3.0
NPIPA9,3.0
LDHC,3.0
AL627443.3,3.0
AC005100.1,3.0
AP000813.1,3.0
CARD18,3.0
MYRFL,3.0
AC120042.1,3.0
PCDHGB3,3.0
C10orf53,3.0
LINC00581,3.0
MEFV,3.0
AC026369.1,3.0
NPVF,3.0
AC010941.1,3.0
AC084757.3,3.0
FABP4,3.0
RNF224,3.0
LINC02296,3.0
ERICH6B,3.0
C5orf66,3.0
PRSS8,3.0
AL162274.1,3.0
LINC02548,3.0
RNF183,3.0
AC126773.4,3.0
AC021269.3,3.0
AL139090.1,3.0
AC245519.1,3.0
KRT3,3.0
NR2E3,3.0
AL450307.1,3.0
NKX2-8,3.0
AC140725.1,3.0
LINC01556,3.0
AC008708.1,3.0
AC004690.2,3.0
AC004466.3,3.0
AL161628.1,3.0
AC004241.2,3.0
SFTA3,3.0
LINC02156,3.0
AL451069.2,3.0
AL353732.1,3.0
NPIPB7,3.0
AL162391.1,3.0
AC008083.3,3.0
KRT1,3.0
LINC01623,3.0
LINC01435,3.0
IL6,3.0
AC010809.1,3.0
AL137785.1,3.0
AL023581.2,3.0
AC136604.3,3.0
CASC11,3.0
AC133637.2,3.0
AC009133.2,3.0
LINC02487,3.0
AC004485.1,3.0
AC116312.1,3.0
AC116456.1,3.0
LINC00638,3.0
ST8SIA2,3.0
AC106886.3,3.0
ZDHHC20-IT1,3.0
PABPN1L,3.0
BCL2A1,3.0
AL138889.3,3.0
AL451080.1,3.0
AL513128.2,3.0
LINC00336,3.0
AC021218.1,3.0
LINC02605,3.0
TRPV5,3.0
ODF3L1,3.0
AC092447.5,3.0
AL355974.1,3.0
PBOV1,3.0
AL355672.1,3.0
AC009093.2,3.0
LINC00861,3.0
EIF2S3B,3.0
AC027682.1,3.0
AC099524.1,3.0
AC068831.6,3.0
AC105020.6,3.0
AC105020.2,3.0
CALHM3,3.0
AC005280.1,3.0
AC008443.6,3.0
RB1-DT,3.0
AL353801.3,3.0
AL354694.1,3.0
CYP26C1,3.0
OR6A2,3.0
OR2AG1,3.0
AL139124.1,3.0
AL021408.1,3.0
LINC02099,3.0
AC084262.2,3.0
AC138331.1,3.0
AL392023.2,3.0
SEMA6A-AS1,3.0
AL512631.1,3.0
PCDHGA11,3.0
AIPL1,3.0
AC008549.2,3.0
TEKT1,3.0
AC113361.1,3.0
TMEM102,3.0
AC008462.1,3.0
LINC02115,3.0
AC079742.1,3.0
AC106818.2,3.0
AC005695.1,3.0
AC006348.1,3.0
FAM81B,3.0
AC012625.1,3.0
PPP2R2B-IT1,3.0
AC124854.1,3.0
AC114316.1,3.0
AC093298.2,3.0
AC123595.1,3.0
LINC00235,3.0
AL928654.2,3.0
AC005410.2,3.0
AC005725.1,3.0
AC005548.1,3.0
LINC02488,3.0
AC012085.2,3.0
AL645608.2,3.0
AC108174.1,3.0
AC022596.1,3.0
FAM106C,3.0
OTP,3.0
F2RL2,3.0
AC008897.2,3.0
AC116337.3,3.0
AC116337.4,3.0
SMCR5,3.0
AP001160.1,3.0
HIST4H4,3.0
LINC02094,3.0
AC004448.3,3.0
AC010273.3,3.0
MIR194-2HG,3.0
AP003354.1,3.0
LINC02242,3.0
AL160269.1,3.0
AC244517.5,3.0
GAPT,3.0
HSD17B3,3.0
ESM1,3.0
LINC02540,3.0
SPAG5-AS1,3.0
DDX4,3.0
AL139020.1,3.0
GDNF,3.0
AC138207.7,3.0
AC138207.4,3.0
ADAMTS12,3.0
AC025211.1,3.0
PTCSC2,3.0
VSX2,3.0
HIST1H3D,3.0
LINC02211,3.0
TBC1D3I,3.0
TBC1D3B,3.0
CCL4,3.0
TMEM262,3.0
CILP,3.0
FAM53B-AS1,3.0
C16orf96,3.0
AC012629.2,3.0
AC087491.1,3.0
AC114964.2,3.0
AL355974.2,3.0
AC034229.4,3.0
AP000438.1,3.0
KRT19,3.0
MYRF-AS1,3.0
LINC02196,3.0
GAST,3.0
AC078983.1,3.0
AC116351.2,3.0
AP003064.1,3.0
TNFSF15,3.0
PCDH9-AS1,3.0
EDNRB-AS1,3.0
AC003070.2,3.0
AC093840.2,3.0
AC068234.2,3.0
TREH,3.0
AP002793.1,3.0
AC105914.2,3.0
AC018521.7,3.0
LINC02733,3.0
LINC01612,3.0
AC080079.2,3.0
PICART1,3.0
DLX3,3.0
TRIM60,3.0
SLC51B,3.0
AP003721.3,3.0
LINC02071,3.0
AC097526.1,3.0
CCDC183-AS1,3.0
HIST1H4D,3.0
SMIM36,3.0
AC007638.1,3.0
AC015813.8,3.0
AC015813.4,3.0
AC079340.2,3.0
SEPTIN4-AS1,3.0
HSF5,3.0
AC004687.1,3.0
AC004687.3,3.0
AC005962.2,3.0
LINC02355,3.0
AC025521.1,3.0
AC040904.1,3.0
PCDHGB4,3.0
AC025048.4,3.0
CD79B,3.0
OR51M1,3.0
SLC7A11-AS1,3.0
LINC02511,3.0
OR10G3,3.0
CD69,3.0
SSSCA1-AS1,3.0
SLC25A31,3.0
AC080089.2,3.0
LINC01497,3.0
AC087301.1,3.0
KCNG4,3.0
AC093765.4,3.0
NDST4,3.0
LINC02074,3.0
AC106864.1,3.0
AC022211.3,3.0
SNCA-AS1,3.0
GALR2,3.0
AC016168.4,3.0
AC108021.1,3.0
AC098818.2,3.0
AL162493.1,3.0
PPEF2,3.0
ODAPH,3.0
AL359095.1,3.0
AC100791.3,3.0
AL355499.1,3.0
AC013652.2,3.0
HBD,3.0
AC024243.1,3.0
THEGL,3.0
AC132938.3,3.0
AC098587.1,3.0
PCDHGA7,3.0
MS4A2,3.0
AP003392.1,3.0
CYP2W1,3.0
AC137561.1,3.0
OOSP1,3.0
NR5A1,3.0
AP001094.3,3.0
AP001095.1,3.0
AP005432.2,3.0
AP001033.3,3.0
LINC02513,3.0
LINC01887,3.0
AC004593.3,3.0
LINC02484,3.0
CHMP1B-AS1,3.0
AC009133.3,3.0
KLRB1,3.0
AP006261.1,3.0
AP000640.2,3.0
AL356295.1,3.0
AC011731.1,3.0
AC097512.1,3.0
TTC39C-AS1,3.0
AC097515.1,3.0
AC099550.1,3.0
AC006296.3,3.0
LINC02302,3.0
AL353768.1,3.0
AC104985.2,3.0
RLN1,3.0
AC097382.2,3.0
AC118757.1,3.0
AC007998.4,3.0
AL807757.2,3.0
HTT-AS,3.0
MIR924HG,3.0
AC110014.1,3.0
AC023421.1,3.0
AC011322.1,3.0
AC024560.5,3.0
AC069213.1,3.0
LINC01508,3.0
AC090377.1,3.0
AC012676.4,3.0
AC090409.1,3.0
RLN2,3.0
AL133216.1,3.0
NPAP1,3.0
AC021701.1,3.0
AL157888.1,3.0
FETUB,3.0
AHSG,3.0
AC100858.3,3.0
AC093330.3,3.0
AC040169.3,3.0
AL138831.2,3.0
AC007687.1,3.0
AC007953.1,3.0
TMEM212,3.0
LINC00501,3.0
LINC01209,3.0
AC026316.5,3.0
AC006273.1,3.0
MISP,3.0
AL732437.3,3.0
AC005329.3,3.0
AC005329.2,3.0
AC008055.2,3.0
AC005842.1,3.0
AC104472.5,3.0
AC004490.1,3.0
AP003557.2,3.0
CPB1,3.0
PLSCR5,3.0
AL135999.2,3.0
AC007349.4,3.0
AC018450.1,3.0
PRR23A,3.0
FOXL2,3.0
AC087627.1,3.0
AP002907.1,3.0
OR52A1,3.0
COL6A6,3.0
LINC02014,3.0
AC016705.1,3.0
AC080005.1,3.0
LINC01580,3.0
AC010503.4,3.0
AC107959.1,3.0
RETN,3.0
AC119396.2,3.0
BEAN1-AS1,3.0
CABP4,3.0
HEPACAM2,3.0
AC055854.1,3.0
CCNB2,3.0
AP004247.2,3.0
CD19,3.0
AC008752.2,3.0
LINC01205,3.0
GUCA1C,3.0
LINC01215,3.0
LINC00635,3.0
IMPG2,3.0
AC026100.1,3.0
LINC02008,3.0
CSNKA2IP,3.0
AC009032.1,3.0
LINC02641,3.0
PROK2,3.0
KLF1,3.0
AC022098.4,3.0
AL354897.2,3.0
AC011509.3,3.0
AP001885.2,3.0
AL354897.1,3.0
AL157886.1,3.0
FAM3D-AS1,3.0
LINC02207,3.0
AL355334.2,3.0
AL161421.1,3.0
AC008894.2,3.0
C11orf72,3.0
LRTM1,3.0
PRMT5-AS1,3.0
AL451166.1,3.0
NOD2,3.0
IL23A,3.0
LTF,3.0
CCR5,3.0
AL358334.4,3.0
AC104850.2,3.0
GRM6,3.0
AC092053.2,3.0
AC099332.1,3.0
AC004877.1,3.0
AC123023.2,3.0
STAC,3.0
SGO1,3.0
AC006398.1,3.0
AC009158.1,3.0
AL136418.1,3.0
LINC01233,3.0
AC011467.1,3.0
AL354733.1,3.0
AC034193.1,3.0
F10-AS1,3.0
AC066580.1,3.0
SSUH2,3.0
AC138356.3,3.0
SPINK9,3.0
PCDHB8,3.0
GRM7-AS1,3.0
AC006063.4,3.0
Z99289.2,3.0
AC020661.1,3.0
AC008747.1,3.0
TINAG,3.0
SLC35D3,3.0
HDGFL1,3.0
U62631.1,3.0
AC017028.1,3.0
AC012485.3,3.0
SLC18A1,3.0
MLPH,3.0
LMO7DN,3.0
AC005400.1,3.0
AC106876.1,3.0
AC013564.1,3.0
AL133163.3,3.0
FRMD6-AS2,3.0
HTR2B,3.0
CCL20,3.0
AC019211.1,3.0
AL121749.2,3.0
MOGAT1,3.0
AL445259.1,3.0
AC114803.1,3.0
GYS2,3.0
PRR15,3.0
LINC01494,3.0
AC009974.1,3.0
SLC23A3,3.0
HIPK4,3.0
VIL1,3.0
AC098820.3,3.0
LINC01921,3.0
MGAM,3.0
AC120498.8,3.0
MIA,3.0
AC011462.5,3.0
NAGPA-AS1,3.0
SPAG16-DT,3.0
CRYGA,3.0
AC091167.5,3.0
CD177,3.0
SRRM5,3.0
FAM237A,3.0
AC007279.2,3.0
AC064836.2,3.0
KIAA2012-AS1,3.0
AC097717.1,3.0
IL13,3.0
EXOC3L2,3.0
AC104823.1,3.0
AC074212.1,3.0
AL031710.2,3.0
AC079305.1,3.0
AC016737.1,3.0
WEE2,3.0
AC009495.1,3.0
AC011303.1,3.0
CCDC114,3.0
AC087273.1,3.0
PTGER2,3.0
CALCR,3.0
IZUMO1,3.0
FUT2,3.0
AC107905.1,3.0
AL359091.5,3.0
FBN2,3.0
PTH2,3.0
AL731566.2,3.0
AC092620.2,3.0
AC073869.5,3.0
AC008655.2,3.0
ZNF252P-AS1,3.0
RXFP2,3.0
AL356752.1,3.0
AC005840.2,3.0
LINC01823,3.0
AC068282.1,3.0
AL136307.1,3.0
STEAP3-AS1,3.0
EN1,3.0
OOEP,3.0
TMC3,3.0
HIST1H2AD,3.0
AP006248.4,3.0
PGM5P4-AS1,3.0
MOGAT3,3.0
TARM1,3.0
AC245884.10,3.0
EPS8L1,3.0
AC023906.3,3.0
AL132656.2,3.0
AC112229.2,3.0
RGPD4,3.0
AL603756.1,3.0
AC108058.1,3.0
AC026462.3,3.0
TMEM253,3.0
AC103858.1,3.0
NLRP8,3.0
AC008735.1,3.0
LINC01849,3.0
AC006116.10,3.0
C9orf135,3.0
AC006452.1,3.0
LINC02250,3.0
AC068987.1,3.0
AC008969.2,3.0
AL034548.1,3.0
AL121899.4,3.0
AL121899.3,3.0
AC145285.3,3.0
GPC5-IT1,3.0
SFTPB,3.0
P2RY2,3.0
AC121761.1,3.0
LINC00658,3.0
LAMP5-AS1,3.0
AC005034.2,3.0
AC007681.1,3.0
ABRA,3.0
AC102941.2,3.0
AC084125.1,3.0
AC092653.1,3.0
PCDHA13,3.0
AL157388.1,3.0
AL359511.2,3.0
AL049794.2,3.0
ANKRD53,3.0
AC138028.4,3.0
AC004862.1,3.0
AL139280.2,3.0
AC109635.7,3.0
AC012370.1,3.0
NPIPB3,3.0
AC093159.1,3.0
LINC01800,3.0
AC027088.5,3.0
AL355834.2,3.0
AL121772.1,3.0
AC091729.2,3.0
INHBE,3.0
HM13-IT1,3.0
AC005013.1,3.0
AL034550.3,3.0
AC092650.1,3.0
AC073283.2,3.0
AC009236.1,3.0
AL109923.1,3.0
AC016722.1,3.0
AC006043.1,3.0
AC007684.2,3.0
F2,3.0
AL121895.2,3.0
AP000763.3,3.0
AL627230.1,3.0
LINC01936,3.0
AC009102.1,3.0
FP326651.1,3.0
AL023803.1,3.0
TRPA1,3.0
AL391095.3,3.0
FAM166C,3.0
AC044839.1,3.0
STK4-AS1,3.0
AL021578.1,3.0
RBPJL,3.0
AL133227.1,3.0
AF131215.2,3.0
LINC00457,3.0
AL031008.1,3.0
AL031674.1,3.0
LINC01524,3.0
CTRB2,3.0
AC010729.1,3.0
DCDC2C,3.0
LINC01441,3.0
CTCFL,3.0
ZBP1,3.0
AL121917.2,3.0
AL121917.1,3.0
AC105450.1,3.0
AC105393.1,3.0
RBBP8NL,3.0
AL121832.3,3.0
AL354811.1,3.0
OR2T6,3.0
OR2L3,3.0
AP001972.1,3.0
AL355053.1,3.0
OR2L5,3.0
AL590727.1,3.0
IFNG,3.0
GRTP1-AS1,3.0
FNDC11,3.0
AL591848.3,3.0
AL591686.1,3.0
AC145098.1,3.0
CBSL,3.0
FP671120.7,3.0
AL365184.2,3.0
AC084759.2,3.0
AC093426.1,3.0
AC089998.1,3.0
LGALS8-AS1,3.0
AL353796.2,3.0
AP000221.1,3.0
AL161640.3,3.0
IGF2,3.0
AF129075.2,3.0
AC012560.1,3.0
BACH1-IT2,3.0
BACH1-IT1,3.0
AL121990.1,3.0
LINC01219,3.0
TMEM78,3.0
AL162595.2,3.0
AL118511.1,3.0
AC087521.3,3.0
LINC01150,3.0
UVRAG-DT,3.0
AP000569.1,3.0
RP1L1,3.0
RIPPLY3,3.0
AP001432.1,3.0
AF129408.1,3.0
C1orf143,3.0
LINC00538,3.0
AC125793.1,3.0
BX005040.1,3.0
AL034351.4,3.0
MAFTRR,3.0
AP001065.3,3.0
AP001059.2,3.0
C6orf132,3.0
TSPEAR-AS2,3.0
AL136309.2,3.0
AL160254.1,3.0
PM20D1,3.0
LEMD1-DT,3.0
AC144833.1,3.0
LAX1,3.0
KCNMA1-AS1,3.0
AL592114.3,3.0
AC012535.1,3.0
LINC00528,3.0
ELF3,3.0
AF131216.5,3.0
AF131216.1,3.0
LINC01303,3.0
AC012150.2,3.0
AP000552.4,3.0
AC012150.1,3.0
AC007308.1,3.0
AL356756.1,3.0
AP002833.1,3.0
AC246793.1,3.0
RSF1-IT1,3.0
AL355482.1,3.0
AC083836.1,3.0
AP000356.1,3.0
AC244472.1,3.0
Z99774.1,3.0
B3GNT6,3.0
AL022329.1,3.0
SERPINC1,3.0
AC012470.1,3.0
DNM3OS,3.0
AC068987.3,3.0
CYP27B1,3.0
SELP,3.0
AC100803.4,3.0
SLC5A1,3.0
FCRLA,3.0
FCGR2B,3.0
AC021723.2,3.0
AL139011.1,3.0
AL121987.2,3.0
NECTIN4,3.0
ATP1A4,3.0
CFAP45,3.0
ZNF503-AS1,3.0
FCER1A,3.0
AIM2,3.0
OR10K1,3.0
Z73420.1,3.0
ADRB3,3.0
AC018511.5,3.0
AL021707.7,3.0
LINC01229,3.0
KRT82,3.0
AL606500.1,3.0
APOBEC3D,3.0
AC010198.1,3.0
S100A3,3.0
Z82206.1,3.0
AL021878.2,3.0
LINC01527,3.0
AL162426.1,3.0
PXT1,3.0
Z93241.1,3.0
HORMAD1,3.0
AL138812.1,3.0
THEM5,3.0
AC020663.3,3.0
DNAJC9-AS1,3.0
AL590133.2,3.0
NUDT4B,3.0
LINC01632,3.0
STRA8,3.0
C14orf178,3.0
AC023813.3,3.0
AC068580.5,3.0
SEPTIN12,3.0
AC253572.2,3.0
SLC18A2,3.0
AC011363.1,3.0
AC108134.3,3.0
AL672277.1,3.0
AP4B1-AS1,3.0
FAM85B,3.0
AL049557.1,3.0
AL353795.2,3.0
AC000032.1,3.0
AL355310.1,3.0
AC003035.1,3.0
ACE2,3.0
