cell_id,sample_id,technology,x_centroid,y_centroid,predicted_celltype,max_celltype_score
abggefod-1,Br2039,Xenium,243.43870544433594,2455.720703125,Astrocyte,4.570378303527832
abggidfc-1,Br2039,Xenium,270.9477233886719,2687.53076171875,Astrocyte,5.506985664367676
abghccel-1,Br2039,Xenium,280.45452880859375,2691.16748046875,Astrocyte,5.580146789550781
abghcncf-1,Br2039,Xenium,278.14288330078125,2681.645751953125,Astrocyte,5.57374382019043
abghfaam-1,Br2039,Xenium,228.85923767089844,2709.47900390625,Astrocyte,2.506162643432617
abghihad-1,Br2039,Xenium,276.5859069824219,2600.43798828125,Astrocyte,3.0104618072509766
abgjhcje-1,Br2039,Xenium,270.0714111328125,2671.235595703125,Microglia,5.6082563400268555
abglogej-1,Br2039,Xenium,278.7647705078125,2662.522705078125,Astrocyte,4.60476016998291
abgmfoke-1,Br2039,Xenium,270.1476135253906,2640.386962890625,Astrocyte,5.592735290527344
abgmihij-1,Br2039,Xenium,271.5712585449219,2614.997802734375,Astrocyte,4.469630718231201
abgmpfei-1,Br2039,Xenium,264.1897277832031,2612.634765625,Astrocyte,4.10231876373291
abgnaaik-1,Br2039,Xenium,367.7877197265625,2359.30029296875,Astrocyte,5.435059547424316
abgnpaej-1,Br2039,Xenium,388.0749816894531,2364.782470703125,Microglia,4.598977565765381
abgoegmj-1,Br2039,Xenium,381.3209228515625,2346.876220703125,Astrocyte,4.905079364776611
abgpbnig-1,Br2039,Xenium,422.47174072265625,2596.741455078125,Astrocyte,2.5263376235961914
abhaacad-1,Br2039,Xenium,427.0819396972656,2809.128662109375,Astrocyte,4.248999118804932
abhakjkj-1,Br2039,Xenium,425.72100830078125,2573.138427734375,Oligodendrocyte,0.6634055972099304
abhbnhoo-1,Br2039,Xenium,428.3847961425781,2598.28955078125,Astrocyte,4.064318656921387
abhbomle-1,Br2039,Xenium,423.2792663574219,2655.052490234375,Astrocyte,3.0874223709106445
abhcnkdh-1,Br2039,Xenium,353.279052734375,2654.64599609375,Astrocyte,4.513833045959473
abheifal-1,Br2039,Xenium,355.5379943847656,2770.36865234375,Astrocyte,2.402278423309326
abhgcfno-1,Br2039,Xenium,358.42437744140625,2592.695068359375,Astrocyte,4.019914627075195
abhjobgb-1,Br2039,Xenium,355.176025390625,2606.148681640625,Oligodendrocyte,4.573453426361084
abhkaoih-1,Br2039,Xenium,319.53857421875,2617.72412109375,Endothelial,4.475983142852783
abhkipbb-1,Br2039,Xenium,316.5724182128906,2674.24853515625,Microglia,5.308140277862549
abicndib-1,Br2039,Xenium,294.09368896484375,2425.315185546875,Microglia,4.8269476890563965
abiegibh-1,Br2039,Xenium,307.6528625488281,2754.406494140625,Astrocyte,1.7277613878250122
abigchml-1,Br2039,Xenium,289.27081298828125,2688.24365234375,Astrocyte,4.576748847961426
abiknapb-1,Br2039,Xenium,306.28204345703125,2560.709716796875,Endothelial,4.363161087036133
abilolpp-1,Br2039,Xenium,309.4404602050781,2431.585205078125,Astrocyte,3.687546730041504
abindgkn-1,Br2039,Xenium,306.0856628417969,2442.42333984375,Astrocyte,5.223696231842041
abioinfk-1,Br2039,Xenium,379.4714050292969,2568.9755859375,Astrocyte,5.146734237670898
abiomjcl-1,Br2039,Xenium,416.8986511230469,2807.57275390625,Astrocyte,3.8370723724365234
abjecpfd-1,Br2039,Xenium,399.0904541015625,2592.243896484375,Astrocyte,3.4659624099731445
abjegffe-1,Br2039,Xenium,414.9771423339844,2592.56201171875,Astrocyte,4.111560821533203
abjfbbdi-1,Br2039,Xenium,414.3410949707031,2534.497314453125,Astrocyte,2.8693835735321045
abjfjoke-1,Br2039,Xenium,414.49517822265625,2692.57763671875,Astrocyte,2.7635295391082764
abjhdffb-1,Br2039,Xenium,337.52984619140625,2367.48583984375,Astrocyte,4.319113731384277
abjkconb-1,Br2039,Xenium,305.93096923828125,2392.055908203125,Astrocyte,3.3393325805664062
abjkjbnd-1,Br2039,Xenium,351.92095947265625,2390.086669921875,Astrocyte,5.486458778381348
abjknehl-1,Br2039,Xenium,325.9537658691406,2373.7900390625,Astrocyte,4.687197208404541
